2022-05-24 14:33:47+00:00,b'Salsa \xe2\x80\x93 Mi Libertad \xf0\x9f\x8e\xa4 La pagina #1 de karaoke y midi te presenta: \xf0\x9f\x8e\xb6 \xf0\x9f\x8e\xb7 \xf0\x9f\x8e\xb8 \xf0\x9f\x8e\xb9 \xf0\x9f\x8e\xba https://t.co/bWEKkJgnPs #karaoke #midi\xe2\x80\xa6 https://t.co/uWAN47vz8E'
2022-05-24 14:02:38+00:00,b'Pastelitos con Soda nuestro especial de los martes en Gallitos Cafe Ordene su Delivery 786-334-5577\xe2\x80\xa6 https://t.co/upVswhctzf'
2022-05-24 13:44:58+00:00,b'Un Nutritivo desayuno lo consigues en Gallitos Cafe 786-334-5577 https://t.co/BTpCy5RWMn #baleada #honduras\xe2\x80\xa6 https://t.co/qsBg0Meljy'
2022-05-24 12:26:41+00:00,b'\xc2\xa1Me encanta \xc3\xa9sta canci\xc3\xb3n! \xf0\x9f\x8e\xa4\n\xf0\x9f\x8e\xb6\n\nEsta historia que les cuento\nHace mucho que pas\xc3\xb3\nCuando fuimos de paseo\nA la granja\xe2\x80\xa6 https://t.co/NoKTXgUSTE'
2022-05-24 08:58:23+00:00,"b'JOSE LUIS - DIGAN LO QUE DIGAN (COVER RAPHAEL) https://t.co/SuqUFznLJZ Ya pueden decir lo contrario, pero ""digan lo\xe2\x80\xa6 https://t.co/s5QwhMbRBQ'"
2022-05-24 08:38:35+00:00,"b'RT @KaraokerosLima: Nuestro amigo y #artista Jes\xc3\xbas @JESHUAPERALTA1 interpretando #NoPodr\xc3\xa1s de #CristianCastro en el #Karaoke ""el Huarique d\xe2\x80\xa6'"
2022-05-24 08:33:54+00:00,b'Silvio Rodriguez \xe2\x80\x93 Casiopea \xf0\x9f\x8e\xa4 La pagina #1 de karaoke y midi te presenta: \xf0\x9f\x8e\xb6 \xf0\x9f\x8e\xb7 \xf0\x9f\x8e\xb8 \xf0\x9f\x8e\xb9 \xf0\x9f\x8e\xba https://t.co/PlzCMTUQIn\xe2\x80\xa6 https://t.co/z4YY1KZH35'
2022-05-24 07:39:55+00:00,b'#Karaoke song: La Flaca - Jarabe De Palo @karaokesandman @silvercityaspen'
2022-05-24 07:08:12+00:00,b'RT @karaokesandman: #Karaoke song: Ella Me Lavanto - Daddy Yankee @karaokesandman @silvercityaspen'
2022-05-24 07:01:36+00:00,"b'\xf0\x9f\x8c\xae Te recargamos el inicio de tu d\xc3\xada con el mejor desayuno de todo houston, te esperamos.\n.\n.\n\xf0\x9f\x8e\xaf 11710 Hempstead Rd,\xe2\x80\xa6 https://t.co/T91GdyK2PU'"
2022-05-24 06:59:20+00:00,b'#Karaoke song: Maluma - Felices Los 4 @karaokesandman @silvercityaspen'
2022-05-24 06:58:46+00:00,b'#Karaoke song: Despacito - Luis Fonsi @karaokesandman @silvercityaspen'
2022-05-24 06:56:50+00:00,b'#Karaoke song: Ella Me Lavanto - Daddy Yankee @karaokesandman @silvercityaspen'
2022-05-24 04:37:52+00:00,b'Desde lejos nuestro amor ser\xc3\xa1 leyenda...\n#citandoaSanz #karaoke #recuerdos'
2022-05-24 02:33:46+00:00,b'Sonidos Del Silencio \xe2\x80\x93 Padre Nuestro \xf0\x9f\x8e\xa4 La pagina #1 de karaoke y midi te presenta: \xf0\x9f\x8e\xb6 \xf0\x9f\x8e\xb7 \xf0\x9f\x8e\xb8 \xf0\x9f\x8e\xb9 \xf0\x9f\x8e\xba\xe2\x80\xa6 https://t.co/Ku5L3tf5f7'
2022-05-24 01:44:51+00:00,b'RT @MIDITracksPro: Canci\xc3\xb3n: Un Beso Grande\nAl estilo de: Edgar Oceransky (ft. Francisco C\xc3\xa9spedes)\nFormato: #MIDIFile\n\n#ArchivoMIDI #Secuenc\xe2\x80\xa6'
2022-05-23 23:34:21+00:00,"b'RT @KaraokerosLima: Nuestro amigo y #artista Jes\xc3\xbas @JESHUAPERALTA1 interpretando #NoPodr\xc3\xa1s de #CristianCastro en el #Karaoke ""el Huarique d\xe2\x80\xa6'"
2022-05-23 23:28:57+00:00,"b'RT @KaraokerosLima: Nuestro amigo y #artista Jes\xc3\xbas @JESHUAPERALTA1 interpretando #NoPodr\xc3\xa1s de #CristianCastro en el #Karaoke ""el Huarique d\xe2\x80\xa6'"
2022-05-23 22:01:01+00:00,b'Para la cena unas Fajitas de Crane Asada  en Gallitos Cafe 786-334-5577 https://t.co/BTpCy5RWMn #baleada #honduras\xe2\x80\xa6 https://t.co/FQCoglQO8Y'
2022-05-23 21:47:13+00:00,b'Hombres G \xe2\x80\x93 Sufre mamon \xf0\x9f\x8e\xa4 La pagina #1 de karaoke y midi te presenta: \xf0\x9f\x8e\xb6 \xf0\x9f\x8e\xb7 \xf0\x9f\x8e\xb8 \xf0\x9f\x8e\xb9 \xf0\x9f\x8e\xba https://t.co/jPt0NYPyNi #karaoke\xe2\x80\xa6 https://t.co/LTcanpfLLE'
2022-05-23 20:33:48+00:00,b'Silvio Rodriguez \xe2\x80\x93 Sin Tu Latido \xf0\x9f\x8e\xa4 La pagina #1 de karaoke y midi te presenta: \xf0\x9f\x8e\xb6 \xf0\x9f\x8e\xb7 \xf0\x9f\x8e\xb8 \xf0\x9f\x8e\xb9 \xf0\x9f\x8e\xba https://t.co/YGw9rtq1uv\xe2\x80\xa6 https://t.co/w1ZLrin21Q'
2022-05-23 20:33:48+00:00,b'Tony Vega \xe2\x80\x93 Esa Mujer \xf0\x9f\x8e\xa4 La pagina #1 de karaoke y midi te presenta: \xf0\x9f\x8e\xb6 \xf0\x9f\x8e\xb7 \xf0\x9f\x8e\xb8 \xf0\x9f\x8e\xb9 \xf0\x9f\x8e\xba https://t.co/7DLX7l6oah #karaoke\xe2\x80\xa6 https://t.co/Kc76gXkLqm'
2022-05-23 20:27:04+00:00,b'@hastalatamboradr As\xc3\xad culmin\xc3\xb3 el VIERNES DE KARAOKE con @papaguira \n\nLos esperamos este VIERNES que vamos a celebra\xe2\x80\xa6 https://t.co/KcHdnpYGZx'
